client_id,business_name,owner_first_name,trade,trade_confidence,license_class,roc_number,phone,city,zip,also_holds,email,website
masterpiece-home-builders-llc,"MASTERPIECE HOME BUILDERS, LLC",Adam,general,high,B,362474,(480) 703-3098,TUCSON,85712,,,
bmf-home-remodeling-and-maintenance-llc,BMF HOME REMODELING AND MAINTENANCE LLC,Thalia,general,high,B,362466,(520) 360-0229,TUCSON,85746,,,
pfm-homes-llc,PFM Homes LLC,Paulo,general,high,KB-2,362449,(520) 425-5878,Tucson,85718,,,
chamas-construction-llc,CHAMAS CONSTRUCTION LLC,Houssein,general,high,KB-1,362448,(520) 820-9936,TUCSON,85719,,,
crimar-holdings-ltd-lp,Crimar Holdings LTD LP,Denise,pools,high,C-6,362428,(520) 389-0479,Tucson,85714,,,
mcja-lath-stucco-llc,MCJA Lath & Stucco LLC,Carlos,carpentry,high,CR-61,362414,(520) 627-4647,TUCSON,85713,,,
trade-winds-heating-cooling-llc,Trade Winds Heating & Cooling LLC,Michael,hvac,high,CR-39,362412,(520) 208-5122,TUCSON,85747,,,
arizona-mighty-plumbing-llc,Arizona Mighty Plumbing LLC,Emanuel,plumbing,high,CR-37,362330,(520) 987-2702,Rio Rico,85648,,,
glass-warriors-llc,Glass Warriors LLC,Pedro,glass,high,CR-65,362320,(520) 528-4773,Tucson,85746,,,
sonoran-valley-restoration-llc,Sonoran Valley Restoration LLC,Carlos,general,high,KB-2,362317,(240) 643-3485,Tucson,85747,,,
reno-plumbing-llc,Reno Plumbing LLC,Christian,plumbing,high,CR-37,362298,(520) 347-9995,Tucson,85713,,,
green-valley-screens-more-llc,Green Valley Screens & More LLC,Lincoln,awnings,high,R-3,362287,(520) 332-2471,Green Valley,85614,,,
gonzalez-concrete-construction-llc,Gonzalez Concrete Construction LLC,Anast,concrete,high,CR-9,362285,(520) 354-0627,Rio Rico,85648,,,
redline-repairs-llc,Redline Repairs LLC,Kyle,handyman,high,R-62,362279,(520) 975-2715,Tucson,85748,,,
lc-builders-llc,LC BUILDERS LLC,Martin,fencing,high,CR-14,362260,(520) 982-8517,TUCSON,85756,,,
josephson-custom-builders-llc,"JOSEPHSON CUSTOM BUILDERS, LLC",Nicholas,general,high,KB-2,362178,(520) 850-2805,TUCSON,85750,,,
ronnies-handyman-and-home-service-llc,RONNIE'S HANDYMAN AND HOME SERVICE LLC,Justin,general,high,B-3,362176,(520) 297-8724,Tucson,85704,,,
stoneco-llc,StoneCo LLC,Isaac,landscaping,high,CR-21,362170,(520) 668-8045,tucson,85730,,,
baldwin-pools-service-and-repair-llc,BALDWIN POOLS SERVICE AND REPAIR LLC,Cale,pools,high,CR-6,362163,(602) 885-4110,VAIL,85641,,,
sunset-state-pools-llc,Sunset State Pools LLC,Joseph,pools,high,B-5,362158,(520) 820-7295,Marana,85653,,,
lincoln-brayer,Lincoln Brayer,Lincoln,handyman,high,R-62,362129,(520) 548-8156,Sahuarita,85629,,,
prime-builds-llc,PRIME BUILDS LLC,Alejandro,general,high,KB-2,362125,(520) 907-2580,Tucson,85706,,,
bakers-dozen-roofing-llc,Baker's Dozen Roofing LLC,Benjamin,roofing,high,R-42,362110,(520) 820-2739,Tucson,85749,,,
steve-thomas-morisky,Steve Thomas Morisky,Steve,electrical,high,CR-11,362088,(520) 443-0060,Tucson,85704,,,
electrical-technologies-consultants-llc,Electrical Technologies Consultants LLC,Wilson,electrical,high,CR-11,362056,(903) 490-0590,Tucson,85746,,,
priority-homes-solution-llc,"Priority Homes Solution, LLC",Christopher,handyman,high,R-62,362052,(520) 624-1206,TUCSON,85705,,,
oenex-llc,Oenex LLC,Jeffrey,tile,high,CR-48,361968,(520) 401-2092,Tucson,85713,R-60|KB-2,,
the-sun-company-california-inc,"THE SUN COMPANY CALIFORNIA, INC.",Emmett,general,high,B-1,361953,(415) 858-9091,TUCSON,85749,,,
sapphire-plumbing-company-llc,SAPPHIRE PLUMBING COMPANY LLC,Carlos,carpentry,high,CR-61,361896,(520) 369-8892,Tucson,85746,R-37R,,
smilys-electrical-services-llc,SMILY'S ELECTRICAL SERVICES LLC,Adrian,electrical,high,CR-11,361894,(520) 236-0877,Tucson,85756,,,
rr-constructions-llc,RR CONSTRUCTIONS LLC,Ricardo,sheetrock,high,CR-10,361892,(956) 570-4354,ORO VALLEY,85737,,,
aa-custom-builders-llc,"AA CUSTOM BUILDERS, LLC",Alexander,general,high,KB-2,361856,(602) 908-3455,Tucson,85704,KB-1,,
e-z-plumbing-tech-llc,"E-Z PLUMBING TECH, LLC",Samuel,plumbing,high,CR-37,361844,(520) 302-1315,Tucson,85706,,,
southwest-home-repair-inc,SOUTHWEST HOME REPAIR INC.,Joshua,plumbing,high,CR-37,361840,(520) 633-1540,Tucson,85718,CR-11,,
wy-colt-construction-llc,Wy-Colt Construction LLC,Lawrence,general,high,KB-1,361835,(520) 240-8100,TUCSON,85750,,,
southwest-home-repair-inc,SOUTHWEST HOME REPAIR INC.,Joshua,plumbing,high,CR-37,361823,(520) 633-1540,Tucson,85718,CR-11,,
zm-fiber-llc,Z&M Fiber LLC,Gretchen,lowvoltage,high,CR-67,361813,(623) 209-4314,Rio Rico,85648,,,
summit-plumbing-and-air-llc,SUMMIT PLUMBING AND AIR LLC,Jacob,hvac,high,R-39R,361809,(520) 244-8234,Tucson,85730,R-37R,,
xtreme-roofing-llc,XTREME ROOFING LLC,Dayana,roofing,high,CR-42,361789,(520) 332-3997,TUCSON,85706,,,
double-m-renovation-llc,Double M Renovation LLC,Mark,sheetrock,high,R-10,361774,(520) 256-2137,Tucson,85715,,,
happy-tails-painting-llc,"Happy Tails Painting, LLC",Denise,painting,high,CR-34,361773,(520) 334-7434,Tucson,85718,,,
wire-electric-llc,Wire Electric LLC,Ryan,electrical,high,CR-11,361753,(616) 340-4000,MARANA,85653,,,
diamond-canyon-painting-llc,"Diamond Canyon Painting, LLC",Reymundo,painting,high,CR-34,361743,(520) 647-6214,Tucson,85757,,,
blue-sky-fencing-and-outdoor-solutions-llc,Blue Sky Fencing And Outdoor Solutions LLC,Jarrett,fencing,high,R-14,361716,(815) 557-2864,Vail,85641,,,
agua-nueva-stucco-and-lathing-llc,Agua Nueva Stucco And Lathing LLC,Isidro,masonry,medium,CR-36,361712,(520) 273-5103,Tucson,85756,,,
primmer-paints-llc,Primmer Paints LLC,Evangeline,painting,high,CR-34,361708,(674) 857-5539,Tucson,85746,,,
bear-down-flooring-llc,Bear Down Flooring LLC,Diego,tile,high,CR-48,361707,(520) 912-5798,TUCSON,85746,CR-8,,
titan-dirt-and-septic-llc,Titan Dirt and Septic LLC,James,excavating,high,R-2,361649,(520) 358-7042,Marana,85658,,,
leon-carpet-llc,Leon Carpet LLC,Victor,tile,high,CR-48,361538,(520) 861-0701,Tucson,85713,CR-8,,
franciscos-honest-concrete-llc,Francisco's Honest Concrete LLC,Francisco,concrete,medium,B,361521,(520) 807-0691,Tucson,85706,CR-9,,
bear-canyon-nursery-and-landscaping-inc,Bear Canyon Nursery and Landscaping Inc,Michael,landscaping,high,CR-21,361485,(520) 760-2333,Tucson,85749,CR-31|CR-21,,
twinridge-construction-inc,"TwinRidge Construction, Inc.",Jose,septic,high,R-41,361465,(520) 405-5941,Tucson,85714,KB-1,,
pena-dynamic-commercial-solutions-llc,Pena Dynamic & Commercial Solutions LLC,Jesus,hvac,high,CR-39,361453,(520) 250-0507,Tucson,85757,,,
miles-hvac-llc,Miles HVAC LLC,Steven,hvac,high,CR-39,361411,(520) 270-2448,TUCSON,85730,,,
the-certified-arborist-llc,THE CERTIFIED ARBORIST LLC,GABRIEL,landscaping,high,CR-21,361401,(520) 273-4755,Tucson,85711,,,
curlys-construction-llc,Curly's Construction LLC,Damion,sheetrock,high,CR-10,361360,(520) 991-2689,Tucson,85706,,,
arizona-glass-brothers-llc,ARIZONA GLASS BROTHERS LLC,Jason,handyman,high,R-62,361319,(602) 622-2003,Tucson,85748,CR-65,,
mesa-verde-plumbing-llc,Mesa Verde Plumbing LLC,Michael,plumbing,high,R-37R,361308,(520) 808-7667,Tucson,85704,C-37,,
wit-construction-drywall-llc,WIT Construction & Drywall LLC,George,general,high,KB-2,361301,(520) 248-7350,Tucson,85746,,,
liminal-path-ventures-llc,Liminal Path Ventures LLC,Nathan,glass,high,CR-65,361257,(520) 599-3395,Tucson,85730,,,
salazar-development-llc,Salazar Development LLC,Rodrigo,plumbing,medium,KB-2,361241,(520) 977-9542,Green Valley,85614,CR-37,,
call-doug-llc,Call Doug LLC,Douglas,handyman,high,R-62,361218,(520) 444-7839,Green Valley,85622,,,
llanos-irrigation-landscapes-llc,Llanos Irrigation & landscapes LLC,thomas,landscaping,high,CR-21,361204,(520) 988-0505,TUCSON,85757,,,
blu-hammer-construction-llc,Blu Hammer Construction LLC,Edward,general,high,KB-2,361192,(520) 243-3593,Tucson,85746,,,
bear-down-roofing-llc,Bear Down Roofing LLC,Jesus,roofing,high,CR-42,361191,(520) 380-7476,TUCSON,85714,,,
purflo-plumbing-llc,Purflo Plumbing LLC,Adam,plumbing,high,CR-37,361179,(520) 288-0895,Tucson,85746,,,
blazeys-home-services-llc,Blazey's Home Services LLC,Omar,handyman,high,R-62,361168,(520) 465-1719,Tucson,85746,,,
joseph-benard-mills,Joseph Benard Mills,Joseph,landscaping,high,CR-21,361151,(520) 390-9854,Tucson,85715,,,
cooper-plumbing-llc,COOPER PLUMBING LLC,Anthony,plumbing,high,R-37R,361147,(520) 260-7949,TUCSON,85741,,,
richard-raymond-chamberlain,Richard Raymond Chamberlain,Richard,general,high,KB-2,361145,(520) 258-9926,Tucson,85735,,,
americas-best-choice-of-tucson-az-llc,America's Best Choice of Tucson AZ. LLC,Antonio,carpentry,high,R-60,361111,(520) 382-8587,TUCSON,85713,,,
ja-ii-lath-stucco-llc,JA II Lath & Stucco LLC,Jose,masonry,medium,R-36,361108,(520) 425-3489,TUCSON,85735,,,
property-management-hvac-pros-llc,Property Management HVAC Pros LLC,Kevin,hvac,high,CR-39,361102,(520) 330-6377,SAHUARITA,85629,,,
valle-interiors-llc,Valle Interiors LLC,Salvador,tile,high,CR-48,361079,(520) 230-9270,TUCSON,85743,,,
sos-ace-corporation,SOS ACE CORPORATION,SCOTT,electrical,high,R-11,361070,(520) 260-6278,TUCSON,85712,CR-79,,
sos-ace-corporation,SOS ACE CORPORATION,SCOTT,electrical,high,R-11,361064,(520) 260-6278,TUCSON,85712,CR-79,,
diamond-s-contracting-llc,"Diamond S Contracting, LLC",Peter,handyman,high,R-62,360965,(520) 907-1559,TUCSON,85743,,,
arizona-plastering-stucco-contractors-llc,ARIZONA PLASTERING & STUCCO CONTRACTORS LLC,JOSE,masonry,medium,CR-36,360960,(520) 249-5631,Sahuarita,85629,CR-34,,
delgra-construction-llc,"DELGRA CONSTRUCTION, LLC.",Luis,general,high,KB-2,360929,(520) 841-2642,Nogales,85628,,,
thermoknights-llc,ThermoKnights LLC,Richard,hvac,high,CR-39,360919,(480) 285-9284,Tucson,85748,,,
sunset-vista-roofing-llc,Sunset Vista Roofing LLC,Alexia,roofing,high,CR-42,360905,(520) 253-0287,TUCSON,85735,,,
tucker-construction-llc,TUCKER CONSTRUCTION LLC,Marcus,general,high,KB-2,360904,(520) 686-3657,Benson,85602,,,
sahuaro-home-services-llc,Sahuaro Home Services LLC,Martin,painting,high,CR-34,360892,(520) 815-3425,Oro Valley,85737,,,
mendez-granite-llc,MENDEZ GRANITE LLC,Gabriel,carpentry,high,CR-60,360847,(520) 409-5978,TUCSON,85714,,,
dozr-renovations-llc,DOZR Renovations LLC,Francisco,carpentry,high,R-60,360809,(520) 289-9528,Tucson,85706,,,
tuc-town-shotcrete-llc,Tuc-Town Shotcrete LLC,Eugenio,concrete,high,CR-70,360764,(520) 808-5367,Tucson,85752,CR-9,,
arizona-residential-commercial-electric-llc,Arizona Residential & Commercial Electric LLC,Kenton,electrical,high,CR-11,360761,(520) 271-2615,Tucson,85710,,,
lobos-builders-llc,LOBOS BUILDERS LLC,Heber,masonry,medium,CR-36,360759,(520) 474-0468,TUCSON,85705,,,
sergio-emilio-torres,Sergio Emilio Torres,Sergio,hvac,high,CR-39,360757,(520) 668-4503,Tucson,85745,CR-11,,
tucson-felix-sons-handyman-services-llc,"Tucson Felix & Sons Handyman Services, LLC",jonathan,carpentry,high,CR-60,360738,(520) 460-2244,TUCSON,85756,,,
set-stone-co-llc,Set & Stone Co. LLC,Damian,tile,high,CR-48,360732,(520) 906-5960,Tucson,85706,,,
zapatio-handyman-llc,ZAPATIO HANDYMAN LLC,Jose,handyman,high,R-62,360698,(520) 589-0139,TUCSON,85706,,,
tradework-consulting-llc,Tradework Consulting LLC,Jeffrey,carpentry,high,CR-61,360664,(520) 276-5809,Tucson,85705,,,
ks-classic-homes-llc,"KS Classic Homes, LLC",Kenneth,general,high,B-1,360656,(520) 219-1766,Oro Valley,85737,B,,
solar-industries-inc,Solar Industries Inc,JUAN,electrical,medium,KB-1,360642,(520) 790-8989,Tucson,85746,CR-60,,
tucson-traditional-llc,Tucson Traditional LLC,Jeffrey,general,high,KB-2,360635,(602) 663-2398,Tucson,85718,,,
rsi-contracting-llc,RSI Contracting LLC,Larry,carpentry,high,C-61,360633,(520) 591-7660,Tucson,85710,B-3|R-60|R-62,,
zamudio-roofing-llc,Zamudio Roofing LLC,SERGIO,roofing,high,CR-42,360580,(520) 223-2350,Sahuarita,85629,,,
al-co-llc,A&L CO LLC,Leonel,roofing,high,CR-42,360555,(520) 248-3116,Tucson,85706,,,
desert-sons-hvac-llc,Desert Sons HVAC LLC,David,hvac,high,CR-39,360552,(520) 308-2636,TUCSON,85713,,,
buena-vista-woodwork-llc,Buena Vista Woodwork LLC,Hector,carpentry,high,CR-60,360549,(520) 351-2589,Tucson,85756,,,
mac3-plumbing-heating-cooling-llc,"MAC3 Plumbing, Heating & Cooling, LLC",Marcos,plumbing,high,CR-37,360542,(520) 664-7467,TUCSON,85705,CR-39,,
sonoran-fence-works-llc,Sonoran Fence Works LLC,Brilliant,fencing,high,CR-14,360520,(520) 526-3555,Tucson,85706,,,
gold-medal-home-improvement-repair-llc,Gold Medal Home Improvement & Repair LLC,Jose,carpentry,medium,B-3,360512,(520) 981-5718,Vail,85641,C-61,,
bear-down-flooring-llc,Bear Down Flooring LLC,Diego,tile,high,CR-48,360485,(520) 912-5798,TUCSON,85746,CR-8,,
cobaa-renovation-llc,"COBAA RENOVATION, LLC",Arturo,handyman,high,R-62,360426,(520) 455-2059,Tucson,85705,,,
benjamin-handyman-and-remodeling-services-llc,Benjamin Handyman and Remodeling Services LLC,Benjamin,general,high,B,360422,(520) 508-8848,Sierra Vista,85650,,,
alimac-construction-and-designing-llc,ALIMAC CONSTRUCTION AND DESIGNING LLC,Gustavo,general,high,B,360375,(520) 282-1672,TUCSON,85746,,,
sonoran-cactus-roofing-llc,"Sonoran Cactus Roofing, LLC",Jesus,roofing,high,CR-42,360369,(520) 445-1634,Tucson,85714,,,
tucson-granite-and-stone-llc,TUCSON GRANITE AND STONE LLC,Ricardo,carpentry,high,CR-60,360331,(520) 631-1882,Tucson,85713,,,
az-granite-solutions-llc,AZ Granite Solutions LLC,Juan,carpentry,high,CR-60,360330,(520) 358-1211,Tucson,85713,,,
az-systems-llc,AZ SYSTEMS LLC,Cornelius,hvac,high,CR-39,360328,(520) 912-5112,Tucson,85711,,,
perez-stone-works-llc,Perez Stone Works LLC,Miguel,carpentry,high,CR-60,360320,(520) 999-5652,TUCSON,85706,,,
sonoran-sparkles-llc,SONORAN SPARKLES LLC,Rogelio,handyman,high,R-62,360309,(520) 302-9028,TUCSON,85715,,,
saguaro-valley-plumbing-llc,Saguaro Valley Plumbing LLC,Brian,plumbing,high,CR-37,360291,(602) 419-7638,SAHUARITA,85629,,,
1stcall-restoration-llc,1stCall Restoration LLC,Benjamin,general,high,KB-1,360283,(951) 207-7105,Tucson,85749,,,
all-pro-garage-inc,ALL PRO GARAGE INC.,Fernando,carpentry,high,CR-60,360271,(520) 254-9087,TUCSON,85716,,,
custom-touch-renovation-llc,CUSTOM TOUCH RENOVATION LLC,Jonathan,masonry,high,CR-31,360234,(520) 465-1362,TUCSON,85743,,,
sasquatch-power-solutions-llc,Sasquatch Power Solutions LLC,Liam,electrical,high,CR-11,360206,(520) 606-6181,TUCSON,85756,,,
espinozs-landscaping-llc,Espinoz@'s Landscaping LLC,Diego,landscaping,high,CR-21,360165,(520) 727-1135,TUCSON,85743,,,
the-best-choice-contractors-llc,The Best Choice Contractors LLC,Francisco,general,high,KB-2,360155,(520) 979-2838,TUCSON,85745,,,
tucson-affordable-landscaping-removal-services-llc,Tucson Affordable Landscaping & Removal Services LLC,Miko,landscaping,high,CR-21,360086,(520) 254-7089,TUCSON,85745,,,
az-premier-construction-llc,AZ Premier Construction LLC,Jacob,general,high,B-3,360063,(520) 396-0114,Oro Valley,85755,,,
kirk-patrick-gilliam,Kirk Patrick Gilliam,Kirk,electrical,high,CR-11,360048,(619) 884-9465,Tubac,85646,,,
a-onic-air-heating-and-cooling-systems-llc,A-Onic Air Heating and Cooling Systems LLC,Jeremy,hvac,high,CR-39,360041,(520) 245-0138,TUCSON,85706,,,
golden-rule-construction-llc,Golden Rule Construction LLC,Philip,plumbing,medium,KA,360032,(520) 253-0383,Tucson,85706,CR-37|KB-1,,
kp-plumbing-llc,K&P Plumbing LLC,Russell,plumbing,high,CR-37,359992,(520) 591-7707,TUCSON,85704,,,
l-k-roofing-llc,"L & K ROOFING, LLC.",Francisco,roofing,high,CR-42,359971,(520) 471-7292,TUCSON,85706,,,
advanced-storm-roofing-llc,Advanced Storm Roofing LLC,Dennis,roofing,high,CR-42,359969,(520) 445-9945,TUCSON,85719,,,
southern-az-concrete-llc,Southern AZ Concrete LLC,Marcus,concrete,high,CR-9,359919,(410) 812-0313,TUCSON,85749,,,
precision-climate-control-llc,Precision Climate Control LLC,Joshua,hvac,high,CR-39,359901,(520) 719-2665,Sahuarita,85629,,,
centurion-general-contracting-llc,Centurion General Contracting LLC,Rafael,general,high,B,359900,(520) 990-4209,TUCSON,85704,,,
spartan-concepts-llc,Spartan Concepts LLC,Brandon,electrical,high,CR-11,359873,(602) 531-2569,TUCSON,85705,KB-1|CR-67,,
james-edward-snyder,James Edward Snyder,James,hvac,high,CR-39,359866,(520) 258-9285,Tucson,85710,,,
rkb-electric-llc,RKB Electric LLC,Ryan,electrical,high,R-11,359850,(520) 304-9648,Tucson,85705,,,
cornerstone-landscaping-llc,Cornerstone Landscaping LLC,Josiah,landscaping,high,CR-21,359841,(520) 237-8104,MARANA,85653,,,
standor-homes-llc,"Standor Homes, LLC",Marvin,general,high,B,359822,(337) 302-9356,Tucson,85715,,,
as-plumbing-solutions-llc,A&S Plumbing Solutions LLC,Samuel,plumbing,high,CR-37,359819,(520) 415-8427,TUCSON,85716,,,
above-board-ventures-llc,Above Board Ventures LLC,Seth,painting,high,CR-34,359811,(760) 981-3272,Oro Valley,85755,,,
ltn-construction-llc,LTN Construction LLC,Luong,general,high,B,359796,(520) 250-1679,Tucson,85719,B,,
lidds-painting-llc,Lidds Painting LLC,Matthew,painting,high,CR-34,359780,(520) 870-6014,Tucson,85747,,,
southern-az-epoxy-llc,Southern AZ Epoxy LLC,Lee,flooring,high,CR-8,359731,(520) 220-9880,Sierra Vista,85650,,,
guardian-pro-home-services-llc,Guardian Pro Home Services LLC,Guillermo,handyman,high,R-62,359707,(520) 477-6622,Tucson,85716,,,
ocotillo-toolbox-llc,"Ocotillo Toolbox, LLC",Gentry,handyman,high,R-62,359694,(520) 861-9176,Tucson,85756,,,
lava-valley-solutions-llc,Lava Valley Solutions LLC,Evan,lowvoltage,high,CR-67,359682,(520) 630-2676,Benson,85602,,,
show-me-garage-doors-llc,Show Me Garage Doors L.L.C.,Joshua,carpentry,high,R-60,359679,(520) 542-3333,Tucson,85739,,,
adyan-professional-services-llc,Adyan Professional Services LLC,Ayhab,sheetrock,high,CR-10,359606,(520) 358-5419,TUCSON,85748,,,
san-juan-ironworks-llc,SAN JUAN IRONWORKS LLC,Juan,welding,high,CR-24,359601,(520) 705-6613,Tucson,85705,,,
utility-underground-llc,Utility Underground LLC,Mike,plumbing,medium,A-12,359571,(520) 907-0011,Tucson,85733,,,
dry-lightning-enterprises-llc,Dry Lightning Enterprises LLC,Danny,handyman,high,R-62,359540,(623) 888-1309,Sierra Vista,85635,CR-11,,
mtz-custom-service-co-llc,"MTZ CUSTOM SERVICE CO, LLC",Krisia,septic,high,CR-41,359538,(520) 205-1087,TUCSON,85746,R-2|KB-2,,
bauwerk-builders-llc,Bauwerk Builders LLC,John,carpentry,high,CR-61,359516,(520) 330-8818,TUCSON,85719,B,,
cares-home-services-corp,CARES HOME SERVICES CORP.,Jacob,hvac,high,R-39R,359499,(520) 780-0103,Marana,85653,B-4,,
san-xavier-builders-llc,San Xavier Builders LLC,Francisco,general,high,KB-1,359459,(520) 235-8603,TUCSON,85746,,,
mattamy-tucson-llc,MATTAMY TUCSON LLC,Travis,general,high,B,359424,(520) 297-6850,TUCSON,85718,,,
sacred-spaces-landscape-design-llc,Sacred Spaces Landscape & Design LLC,John,landscaping,high,CR-21,359400,(520) 809-5897,Tucson,85710,,,
ktw-remodeling-llc,KTW REMODELING LLC,Karll,carpentry,high,CR-61,359399,(520) 227-3407,Sierra Vista,85635,,,
gold-hands-electrical-llc,Gold Hands Electrical LLC,ROMAN,electrical,high,R-11,359395,(520) 437-5353,TUCSON,85716,,,
horne-home-services-llc,Horne Home Services LLC,JAMES,general,high,KB-2,359385,(520) 255-2109,SIERRA VISTA,85650,R-62,,
atlas-restoration-contracting-llc,Atlas Restoration & Contracting LLC,Eligio,general,high,KB-1,359384,(520) 313-4646,TUCSON,85746,,,
va-building-and-design-llc,VA BUILDING AND DESIGN LLC,Luis,signs,medium,KB-1,359322,(520) 455-8971,Nogales,85621,,,
re-construction-and-remodeling-llc,R&E CONSTRUCTION AND REMODELING LLC,Richard,carpentry,high,CR-61,359300,(520) 633-1713,Tucson,85704,,,
victory-refrigeration-mechanical-llc,"Victory Refrigeration & Mechanical, LLC",Victor,hvac,high,CR-39,359296,(520) 678-5687,VAIL,85641,,,
call-shamrock-llc,Call Shamrock LLC,Adam,hvac,high,CR-39,359295,(520) 450-5714,Tucson,85747,CR-11,,
pifer-home-services-llc,Pifer Home Services LLC,Jason,handyman,high,R-62,359279,(918) 264-1093,Sierra Vista,85635,,,
collective-construction-management-llc,COLLECTIVE CONSTRUCTION MANAGEMENT LLC,Cyra,general,high,KB-1,359241,(520) 591-9186,Tucson,85743,,,
providence-enterprises-llc,PROVIDENCE ENTERPRISES LLC,Noah,general,high,B,359220,(520) 390-7759,TUCSON,85716,,,
